"Detenteur de la position courte nette";"Legal Entity Identifier detenteur";"Emetteur / issuer";"Ratio";"code ISIN";"Date de debut position";"Date de debut de publication position";"Date de fin de publication position"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GAUSSIN S.A.";"0.54";"FR0013495298";"2021-01-04";"2021-01-05";"2021-01-12"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GAUSSIN S.A.";"0.67";"FR0013495298";"2020-12-29";"2020-12-30";"2021-01-12"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GAUSSIN S.A.";"0.71";"FR0013495298";"2020-12-18";"2020-12-21";"2021-01-12"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GAUSSIN S.A.";"0.68";"FR0013495298";"2020-12-15";"2020-12-16";"2021-01-12"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GAUSSIN S.A.";"0.57";"FR0013495298";"2020-12-14";"2020-12-15";"2021-01-12"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.48";"FR0004163111";"2020-11-05";"2020-11-06";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.59";"FR0004163111";"2020-11-03";"2020-11-04";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.68";"FR0004163111";"2020-10-28";"2020-10-29";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.78";"FR0004163111";"2020-10-23";"2020-10-26";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.87";"FR0004163111";"2020-10-15";"2020-10-16";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.93";"FR0004163111";"2020-09-29";"2020-09-30";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.88";"FR0004163111";"2020-09-28";"2020-09-29";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.99";"FR0004163111";"2020-09-24";"2020-09-25";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.17";"FR0004163111";"2020-09-11";"2020-09-12";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.25";"FR0004163111";"2020-09-08";"2020-09-09";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.3";"FR0004163111";"2020-09-07";"2020-09-08";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.25";"FR0004163111";"2020-08-31";"2020-09-01";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.39";"FR0004163111";"2020-08-25";"2020-08-26";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.41";"FR0004163111";"2020-08-21";"2020-08-22";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.57";"FR0004163111";"2020-08-19";"2020-08-20";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.61";"FR0004163111";"2020-08-17";"2020-08-18";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.77";"FR0004163111";"2020-08-14";"2020-08-15";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.86";"FR0004163111";"2020-08-12";"2020-08-13";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.91";"FR0004163111";"2020-08-11";"2020-08-12";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"2.22";"FR0004163111";"2020-08-03";"2020-08-04";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"2.15";"FR0004163111";"2020-07-29";"2020-07-30";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"2.03";"FR0004163111";"2020-07-27";"2020-07-28";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.99";"FR0004163111";"2020-07-24";"2020-07-25";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"2.0";"FR0004163111";"2020-07-23";"2020-07-24";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.91";"FR0004163111";"2020-07-17";"2020-07-18";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.8";"FR0004163111";"2020-07-13";"2020-07-14";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.72";"FR0004163111";"2020-07-10";"2020-07-11";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.61";"FR0004163111";"2020-07-08";"2020-07-09";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.56";"FR0004163111";"2020-07-06";"2020-07-07";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.45";"FR0004163111";"2020-06-17";"2020-06-18";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.5";"FR0004163111";"2020-06-15";"2020-06-16";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.44";"FR0004163111";"2020-06-12";"2020-06-13";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.38";"FR0004163111";"2020-06-11";"2020-06-12";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.23";"FR0004163111";"2020-06-09";"2020-06-10";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.19";"FR0004163111";"2020-06-08";"2020-06-09";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.2";"FR0004163111";"2020-06-04";"2020-06-05";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.13";"FR0004163111";"2020-06-02";"2020-06-03";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.0";"FR0004163111";"2020-05-29";"2020-05-30";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.96";"FR0004163111";"2020-05-28";"2020-05-29";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.82";"FR0004163111";"2020-05-25";"2020-05-26";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.7";"FR0004163111";"2020-05-20";"2020-05-21";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.62";"FR0004163111";"2020-05-19";"2020-05-20";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.59";"FR0004163111";"2020-05-11";"2020-05-12";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.68";"FR0004163111";"2020-04-29";"2020-04-30";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.79";"FR0004163111";"2020-03-25";"2020-03-26";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.81";"FR0004163111";"2020-03-12";"2020-03-13";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.72";"FR0004163111";"2020-03-11";"2020-03-12";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.65";"FR0004163111";"2020-03-02";"2020-03-03";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.75";"FR0004163111";"2020-02-28";"2020-02-29";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.87";"FR0004163111";"2020-02-26";"2020-02-27";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.96";"FR0004163111";"2020-02-21";"2020-02-22";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.07";"FR0004163111";"2020-02-18";"2020-02-19";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.18";"FR0004163111";"2020-02-14";"2020-02-15";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.28";"FR0004163111";"2020-02-04";"2020-02-05";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.38";"FR0004163111";"2020-01-31";"2020-02-01";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.4";"FR0004163111";"2020-01-28";"2020-01-29";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.39";"FR0004163111";"2020-01-15";"2020-01-16";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.41";"FR0004163111";"2020-01-14";"2020-01-15";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.38";"FR0004163111";"2020-01-10";"2020-01-11";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.41";"FR0004163111";"2020-01-07";"2020-01-08";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.3";"FR0004163111";"2019-12-31";"2020-01-01";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.25";"FR0004163111";"2019-12-30";"2019-12-31";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.13";"FR0004163111";"2019-12-23";"2019-12-24";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.02";"FR0004163111";"2019-12-18";"2019-12-19";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.95";"FR0004163111";"2019-12-13";"2019-12-14";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.0";"FR0004163111";"2019-12-09";"2019-12-11";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.91";"FR0004163111";"2019-12-04";"2019-12-05";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.82";"FR0004163111";"2019-12-03";"2019-12-04";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.78";"FR0004163111";"2019-11-29";"2019-11-30";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.8";"FR0004163111";"2019-11-27";"2019-11-28";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.79";"FR0004163111";"2019-11-26";"2019-11-27";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.8";"FR0004163111";"2019-11-12";"2019-11-13";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.78";"FR0004163111";"2019-11-11";"2019-11-12";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.87";"FR0004163111";"2019-10-28";"2019-10-29";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.97";"FR0004163111";"2019-10-22";"2019-10-25";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.07";"FR0004163111";"2019-10-15";"2019-10-16";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.18";"FR0004163111";"2019-10-07";"2019-10-08";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.2";"FR0004163111";"2019-09-30";"2019-10-01";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.19";"FR0004163111";"2019-09-25";"2019-09-26";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.27";"FR0004163111";"2019-09-05";"2019-09-06";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.34";"FR0004163111";"2019-09-04";"2019-09-05";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.4";"FR0004163111";"2019-09-03";"2019-09-04";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.3";"FR0004163111";"2019-08-21";"2019-08-22";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.24";"FR0004163111";"2019-07-30";"2019-08-02";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.17";"FR0004163111";"2019-07-29";"2019-07-31";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"1.0";"FR0004163111";"2019-07-25";"2019-07-26";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.93";"FR0004163111";"2019-07-24";"2019-07-26";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.89";"FR0004163111";"2019-06-26";"2019-06-27";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.91";"FR0004163111";"2019-06-14";"2019-06-15";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.8";"FR0004163111";"2019-06-05";"2019-06-06";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.7";"FR0004163111";"2019-05-24";"2019-05-25";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.6";"FR0004163111";"2019-05-13";"2019-05-14";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.59";"FR0004163111";"2019-04-04";"2019-04-05";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.6";"FR0004163111";"2019-03-29";"2019-04-02";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.72";"FR0004163111";"2019-03-28";"2019-03-29";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.6";"FR0004163111";"2019-03-07";"2019-03-08";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENFIT";"0.52";"FR0004163111";"2019-02-28";"2019-03-01";"2020-11-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.48";"FR0013183985";"2021-11-29";"2021-11-30";"2021-12-01"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.51";"FR0013183985";"2021-11-17";"2021-11-18";"2021-12-01"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.48";"FR0013183985";"2021-11-09";"2021-11-10";"2021-11-11"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.58";"FR0013183985";"2021-10-25";"2021-10-26";"2021-11-11"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.68";"FR0013183985";"2021-10-15";"2021-10-18";"2021-11-11"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.74";"FR0013183985";"2021-09-15";"2021-09-16";"2021-11-11"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.6";"FR0013183985";"2021-09-07";"2021-09-08";"2021-11-11"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.53";"FR0013183985";"2021-09-01";"2021-09-02";"2021-11-11"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.46";"FR0013183985";"2021-08-23";"2021-08-24";"2021-08-25"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.58";"FR0013183985";"2021-08-12";"2021-08-13";"2021-08-25"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.68";"FR0013183985";"2021-08-05";"2021-08-06";"2021-08-25"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.7";"FR0013183985";"2021-08-02";"2021-08-03";"2021-08-25"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.66";"FR0013183985";"2021-07-20";"2021-07-21";"2021-08-25"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.79";"FR0013183985";"2021-06-10";"2021-06-11";"2021-08-25"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.8";"FR0013183985";"2021-06-03";"2021-06-04";"2021-08-25"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.7";"FR0013183985";"2021-05-21";"2021-05-24";"2021-08-25"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.62";"FR0013183985";"2021-05-18";"2021-05-19";"2021-08-25"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.52";"FR0013183985";"2021-05-13";"2021-05-14";"2021-08-25"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.49";"FR0013183985";"2021-04-28";"2021-04-29";"2021-04-30"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.5";"FR0013183985";"2021-04-26";"2021-04-27";"2021-04-30"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.4";"FR0013183985";"2020-07-06";"2020-07-07";"2020-07-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.54";"FR0013183985";"2020-07-03";"2020-07-05";"2020-07-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.6";"FR0013183985";"2020-06-25";"2020-06-26";"2020-07-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GENSIGHT BIOLOGICS S.A.";"0.53";"FR0013183985";"2020-06-16";"2020-06-17";"2020-07-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.49";"FR0010331421";"2022-01-28";"2022-01-31";"2022-02-01"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.57";"FR0010331421";"2022-01-26";"2022-01-27";"2022-02-01"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.68";"FR0010331421";"2022-01-24";"2022-01-25";"2022-02-01"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.7";"FR0010331421";"2022-01-04";"2022-01-05";"2022-02-01"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.6";"FR0010331421";"2021-12-29";"2021-12-30";"2022-02-01"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.5";"FR0010331421";"2021-12-21";"2021-12-22";"2022-02-01"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.46";"FR0010331421";"2020-10-30";"2020-11-02";"2020-11-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.5";"FR0010331421";"2020-10-27";"2020-10-28";"2020-11-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.48";"FR0010331421";"2020-06-02";"2020-06-03";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.59";"FR0010331421";"2020-05-26";"2020-05-27";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.79";"FR0010331421";"2020-03-18";"2020-03-19";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.8";"FR0010331421";"2020-03-04";"2020-03-06";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.79";"FR0010331421";"2020-03-03";"2020-03-04";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.8";"FR0010331421";"2020-03-02";"2020-03-03";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.7";"FR0010331421";"2020-02-25";"2020-02-26";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.69";"FR0010331421";"2020-02-24";"2020-02-25";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.78";"FR0010331421";"2020-02-13";"2020-02-14";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.85";"FR0010331421";"2020-02-03";"2020-02-04";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.97";"FR0010331421";"2020-01-22";"2020-01-23";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"1.0";"FR0010331421";"2020-01-16";"2020-01-17";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.91";"FR0010331421";"2020-01-13";"2020-01-14";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.87";"FR0010331421";"2020-01-10";"2020-01-11";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.72";"FR0010331421";"2020-01-07";"2020-01-08";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.6";"FR0010331421";"2019-12-17";"2019-12-18";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"INNATE PHARMA";"0.5";"FR0010331421";"2019-12-06";"2019-12-07";"2020-06-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"MAISONS DU MONDE";"0.49";"FR0013153541";"2022-11-17";"2022-11-18";"2022-11-21"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"MAISONS DU MONDE";"0.58";"FR0013153541";"2022-10-26";"2022-10-27";"2022-11-21"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"MAISONS DU MONDE";"0.69";"FR0013153541";"2022-10-18";"2022-10-19";"2022-11-21"
