"Detenteur de la position courte nette";"Legal Entity Identifier detenteur";"Emetteur / issuer";"Ratio";"code ISIN";"Date de debut position";"Date de debut de publication position";"Date de fin de publication position"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.57";"FR0000121220";"2023-04-05";"2023-04-06";"2023-04-12"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.69";"FR0000121220";"2023-03-13";"2023-03-14";"2023-04-12"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.7";"FR0000121220";"2023-03-03";"2023-03-06";"2023-04-12"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.6";"FR0000121220";"2023-02-10";"2023-02-13";"2023-04-12"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.52";"FR0000121220";"2023-02-07";"2023-02-08";"2023-04-12"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.42";"FR0000121220";"2022-12-20";"2022-12-21";"2022-12-22"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.51";"FR0000121220";"2022-11-15";"2022-11-16";"2022-12-22"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.48";"FR0000121220";"2022-10-27";"2022-10-28";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.61";"FR0000121220";"2022-10-26";"2022-10-27";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.78";"FR0000121220";"2022-10-11";"2022-10-12";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.89";"FR0000121220";"2022-09-26";"2022-09-27";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.98";"FR0000121220";"2022-09-16";"2022-09-19";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"1.08";"FR0000121220";"2022-09-01";"2022-09-02";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"1.1";"FR0000121220";"2022-04-28";"2022-04-29";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"1.0";"FR0000121220";"2022-04-19";"2022-04-20";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.92";"FR0000121220";"2022-04-04";"2022-04-05";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.82";"FR0000121220";"2022-03-21";"2022-03-22";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.71";"FR0000121220";"2022-02-28";"2022-03-01";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.6";"FR0000121220";"2022-01-06";"2022-01-07";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SODEXO";"0.54";"FR0000121220";"2021-11-29";"2021-11-30";"2022-10-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOITEC";"1.05";"FR0013227113";"2024-03-12";"2024-03-13";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOITEC";"1.1";"FR0013227113";"2024-03-11";"2024-03-12";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOITEC";"1.2";"FR0013227113";"2024-02-23";"2024-02-26";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOITEC";"1.08";"FR0013227113";"2024-02-08";"2024-02-09";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOITEC";"0.93";"FR0013227113";"2024-01-23";"2024-01-24";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOITEC";"0.8";"FR0013227113";"2023-12-11";"2023-12-12";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOITEC";"0.7";"FR0013227113";"2023-12-01";"2023-12-04";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOITEC";"0.65";"FR0013227113";"2023-11-16";"2023-11-17";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOITEC";"0.55";"FR0013227113";"2023-10-25";"2023-10-26";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOLUTIONS 30 SE";"0.0";"FR0013379484";"2020-07-29";"2020-07-30";"2020-07-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOLUTIONS 30 SE";"1.13";"FR0013379484";"2020-06-26";"2020-06-29";"2020-07-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOLUTIONS 30 SE";"1.04";"FR0013379484";"2020-03-25";"2020-03-26";"2020-07-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOLUTIONS 30 SE";"1.14";"FR0013379484";"2019-11-25";"2019-11-26";"2020-07-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOLUTIONS 30 SE";"1.02";"FR0013379484";"2019-10-02";"2019-10-03";"2020-07-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOLUTIONS 30 SE";"0.98";"FR0013379484";"2019-09-11";"2019-09-12";"2020-07-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOLUTIONS 30 SE";"1.02";"FR0013379484";"2019-08-06";"2019-08-07";"2020-07-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOLUTIONS 30 SE";"0.94";"FR0013379484";"2019-08-02";"2019-08-05";"2020-07-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOLUTIONS 30 SE";"0.86";"FR0013379484";"2019-07-19";"2019-07-22";"2020-07-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOLUTIONS 30 SE";"0.7";"FR0013379484";"2019-07-12";"2019-07-15";"2020-07-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SOLUTIONS 30 SE";"0.61";"FR0013379484";"2019-05-31";"2019-06-03";"2020-07-31"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.78";"FR0012757854";"2024-03-13";"2024-03-14";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.09";"FR0012757854";"2024-03-11";"2024-03-12";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.17";"FR0012757854";"2024-03-07";"2024-03-08";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.31";"FR0012757854";"2023-11-17";"2023-11-20";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.21";"FR0012757854";"2023-10-12";"2023-10-13";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.12";"FR0012757854";"2023-09-14";"2023-09-15";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.04";"FR0012757854";"2023-09-06";"2023-09-07";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.94";"FR0012757854";"2023-09-05";"2023-09-06";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.86";"FR0012757854";"2023-09-04";"2023-09-05";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.75";"FR0012757854";"2023-08-24";"2023-08-25";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.57";"FR0012757854";"2023-08-23";"2023-08-24";""
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.36";"FR0012757854";"2021-03-12";"2021-03-15";"2021-03-16"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.68";"FR0012757854";"2020-12-16";"2020-12-17";"2021-03-16"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.78";"FR0012757854";"2020-12-15";"2020-12-16";"2021-03-16"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.86";"FR0012757854";"2020-11-25";"2020-11-26";"2021-03-16"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.92";"FR0012757854";"2020-11-05";"2020-11-06";"2021-03-16"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.19";"FR0012757854";"2020-10-28";"2020-10-29";"2021-03-16"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.22";"FR0012757854";"2020-09-21";"2020-09-22";"2021-03-16"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.1";"FR0012757854";"2020-07-21";"2020-07-22";"2021-03-16"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.0";"FR0012757854";"2020-07-20";"2020-07-21";"2021-03-16"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.92";"FR0012757854";"2020-07-17";"2020-07-20";"2021-03-16"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.75";"FR0012757854";"2020-07-15";"2020-07-16";"2021-03-16"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.55";"FR0012757854";"2020-07-13";"2020-07-14";"2021-03-16"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.48";"FR0012757854";"2019-11-25";"2019-11-26";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.7";"FR0012757854";"2019-11-19";"2019-11-20";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.86";"FR0012757854";"2019-09-17";"2019-09-18";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.97";"FR0012757854";"2019-09-12";"2019-09-13";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.24";"FR0012757854";"2019-09-11";"2019-09-12";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.3";"FR0012757854";"2019-07-19";"2019-07-22";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.23";"FR0012757854";"2019-06-10";"2019-06-11";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.12";"FR0012757854";"2019-05-31";"2019-06-03";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.01";"FR0012757854";"2019-05-09";"2019-05-10";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.9";"FR0012757854";"2019-03-13";"2019-03-14";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.83";"FR0012757854";"2019-03-05";"2019-03-06";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.7";"FR0012757854";"2019-01-21";"2019-01-22";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.63";"FR0012757854";"2018-12-20";"2018-12-21";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.72";"FR0012757854";"2018-12-19";"2018-12-20";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.89";"FR0012757854";"2018-12-05";"2018-12-06";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.96";"FR0012757854";"2018-11-14";"2018-11-15";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.01";"FR0012757854";"2018-11-12";"2018-11-13";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.1";"FR0012757854";"2018-10-15";"2018-10-16";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.26";"FR0012757854";"2018-10-12";"2018-10-15";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.35";"FR0012757854";"2018-10-11";"2018-10-12";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.41";"FR0012757854";"2018-10-09";"2018-10-10";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.32";"FR0012757854";"2018-10-03";"2018-10-04";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.23";"FR0012757854";"2018-09-19";"2018-09-20";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.16";"FR0012757854";"2018-08-08";"2018-08-09";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.3";"FR0012757854";"2018-08-01";"2018-08-02";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.22";"FR0012757854";"2018-06-13";"2018-06-14";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.12";"FR0012757854";"2018-04-12";"2018-04-13";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"1.02";"FR0012757854";"2018-03-26";"2018-03-27";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.89";"FR0012757854";"2018-03-23";"2018-03-26";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.6";"FR0012757854";"2018-03-20";"2018-03-21";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"SPIE SA";"0.53";"FR0012757854";"2018-03-19";"2018-03-20";"2019-11-27"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"THALES";"0.49";"FR0000121329";"2013-06-03";"2013-06-04";"2013-06-05"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"THALES";"0.58";"FR0000121329";"2013-05-30";"2013-05-31";"2013-06-05"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"THALES";"0.68";"FR0000121329";"2013-05-20";"2013-05-21";"2013-06-05"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"THALES";"0.79";"FR0000121329";"2013-05-10";"2013-05-13";"2013-06-05"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"THALES";"0.84";"FR0000121329";"2013-05-09";"2013-05-10";"2013-06-05"
"AKO CAPITAL LLP";"5493003D7KPWY66LE158";"THALES";"0.97";"FR0000121329";"2012-11-01";"2012-11-02";"2013-06-05"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"REXEL";"0.46";"FR0010451203";"2019-10-11";"2019-10-14";"2019-10-15"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"REXEL";"0.51";"FR0010451203";"2019-10-10";"2019-10-11";"2019-10-15"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.48";"FR0013176526";"2023-11-29";"2023-11-30";"2023-12-01"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.52";"FR0013176526";"2023-11-17";"2023-11-20";"2023-12-01"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.63";"FR0013176526";"2023-11-10";"2023-11-13";"2023-12-01"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.5";"FR0013176526";"2023-11-09";"2023-11-10";"2023-12-01"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.47";"FR0013176526";"2023-10-25";"2023-10-26";"2023-10-27"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.5";"FR0013176526";"2023-10-24";"2023-10-25";"2023-10-27"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.49";"FR0013176526";"2023-10-02";"2023-10-03";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.56";"FR0013176526";"2023-09-22";"2023-09-25";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.65";"FR0013176526";"2023-09-14";"2023-09-15";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.78";"FR0013176526";"2023-09-11";"2023-09-12";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.81";"FR0013176526";"2023-09-08";"2023-09-11";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.72";"FR0013176526";"2023-08-11";"2023-08-14";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.66";"FR0013176526";"2023-07-25";"2023-07-26";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.7";"FR0013176526";"2023-07-21";"2023-07-24";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.69";"FR0013176526";"2023-07-19";"2023-07-20";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.71";"FR0013176526";"2023-07-17";"2023-07-19";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.8";"FR0013176526";"2023-06-22";"2023-06-23";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.79";"FR0013176526";"2023-06-09";"2023-06-12";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.82";"FR0013176526";"2023-05-24";"2023-05-25";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.6";"FR0013176526";"2023-04-25";"2023-04-26";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.58";"FR0013176526";"2023-03-29";"2023-03-30";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.6";"FR0013176526";"2023-03-24";"2023-03-27";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.53";"FR0013176526";"2023-03-20";"2023-03-21";"2023-10-04"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.47";"FR0013176526";"2023-03-14";"2023-03-15";"2023-03-16"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.5";"FR0013176526";"2023-03-07";"2023-03-08";"2023-03-16"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.47";"FR0013176526";"2023-02-27";"2023-02-28";"2023-03-01"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.54";"FR0013176526";"2023-02-20";"2023-02-21";"2023-03-01"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.44";"FR0013176526";"2023-02-17";"2023-02-20";"2023-02-21"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.58";"FR0013176526";"2023-02-02";"2023-02-03";"2023-02-21"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.69";"FR0013176526";"2023-01-26";"2023-01-27";"2023-02-21"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.7";"FR0013176526";"2023-01-25";"2023-01-26";"2023-02-21"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.67";"FR0013176526";"2023-01-09";"2023-01-10";"2023-02-21"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.7";"FR0013176526";"2023-01-06";"2023-01-09";"2023-02-21"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.69";"FR0013176526";"2023-01-05";"2023-01-06";"2023-02-21"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.77";"FR0013176526";"2022-12-20";"2022-12-21";"2023-02-21"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.59";"FR0013176526";"2022-12-19";"2022-12-20";"2023-02-21"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.6";"FR0013176526";"2022-12-16";"2022-12-19";"2023-02-21"
"ALBAR CAPITAL LIMITED";"213800A5CUWSROO6GV75";"VALEO";"0.57";"FR0013176526";"2022-12-15";"2022-12-16";"2023-02-21"
"ALDEN GLOBAL CAPITAL LLC";"549300U0VWLFYU03O546";"VALLOUREC";"0.37";"FR0000120354";"2016-03-07";"2016-03-08";"2016-03-09"
"ALDEN GLOBAL CAPITAL LLC";"549300U0VWLFYU03O546";"VALLOUREC";"0.88";"FR0000120354";"2016-02-12";"2016-02-15";"2016-03-09"
"ALDEN GLOBAL CAPITAL LLC";"549300U0VWLFYU03O546";"VALLOUREC";"0.65";"FR0000120354";"2016-01-08";"2016-01-11";"2016-03-09"
"ALDEN GLOBAL CAPITAL LLC";"549300U0VWLFYU03O546";"VALLOUREC";"0.52";"FR0000120354";"2016-01-07";"2016-01-11";"2016-03-09"
"ALLIANCEBERNSTEIN L.P.";"0JK55UGWSWNF3X7KLQ85";"AIR FRANCE-KLM";"0.4";"FR0000031122";"2020-02-05";"2020-02-06";"2020-02-07"
"ALLIANCEBERNSTEIN L.P.";"0JK55UGWSWNF3X7KLQ85";"AIR FRANCE-KLM";"0.52";"FR0000031122";"2020-02-04";"2020-02-04";"2020-02-07"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"PEUGEOT S.A.";"0.0";"FR0000121501";"2021-01-18";"2021-01-19";"2021-01-20"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"PEUGEOT S.A.";"0.72";"FR0000121501";"2020-12-29";"2020-12-30";"2021-01-20"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"PEUGEOT S.A.";"0.69";"FR0000121501";"2020-12-21";"2020-12-22";"2021-01-20"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"PEUGEOT S.A.";"0.77";"FR0000121501";"2020-11-12";"2020-11-13";"2021-01-20"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"PEUGEOT S.A.";"0.83";"FR0000121501";"2020-09-10";"2020-09-11";"2021-01-20"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"PEUGEOT S.A.";"0.78";"FR0000121501";"2020-08-13";"2020-08-14";"2021-01-20"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"PEUGEOT S.A.";"0.8";"FR0000121501";"2020-06-26";"2020-06-27";"2021-01-20"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"PEUGEOT S.A.";"0.74";"FR0000121501";"2020-05-20";"2020-05-21";"2021-01-20"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"PEUGEOT S.A.";"0.69";"FR0000121501";"2020-05-19";"2020-05-20";"2021-01-20"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"PEUGEOT S.A.";"0.52";"FR0000121501";"2020-03-05";"2020-03-06";"2021-01-20"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"TELEVISION FRANCAISE 1";"0.46";"FR0000054900";"2022-09-14";"2022-09-15";"2022-09-16"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"TELEVISION FRANCAISE 1";"0.55";"FR0000054900";"2022-09-09";"2022-09-12";"2022-09-16"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"TELEVISION FRANCAISE 1";"0.63";"FR0000054900";"2022-09-01";"2022-09-02";"2022-09-16"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"TELEVISION FRANCAISE 1";"0.79";"FR0000054900";"2022-01-31";"2022-02-01";"2022-09-16"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"TELEVISION FRANCAISE 1";"0.8";"FR0000054900";"2022-01-24";"2022-01-25";"2022-09-16"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"TELEVISION FRANCAISE 1";"0.72";"FR0000054900";"2022-01-20";"2022-01-21";"2022-09-16"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"TELEVISION FRANCAISE 1";"0.63";"FR0000054900";"2022-01-03";"2022-01-04";"2022-09-16"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"TELEVISION FRANCAISE 1";"0.52";"FR0000054900";"2021-08-26";"2021-08-27";"2022-09-16"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"WORLDLINE";"0.01";"FR0011981968";"2020-11-02";"2020-11-03";"2020-11-04"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"WORLDLINE";"0.7";"FR0011981968";"2020-10-27";"2020-10-28";"2020-11-04"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"WORLDLINE";"0.6";"FR0011981968";"2020-06-25";"2020-06-26";"2020-11-04"
"ALPINE ASSOCIATES MANAGEMENT INC.";"549300RWX418KRTZRJ23";"WORLDLINE";"0.57";"FR0011981968";"2020-06-23";"2020-06-24";"2020-11-04"
"ALPINE HERITAGE, L.P.";"549300K7LRS1N21P0D09";"PUBLICIS GROUPE SA";"0.43";"FR0000130577";"2014-05-09";"2014-05-10";"2014-05-12"
"ALPINE HERITAGE, L.P.";"549300K7LRS1N21P0D09";"PUBLICIS GROUPE SA";"0.88";"FR0000130577";"2014-04-30";"2014-05-01";"2014-05-12"
"ALPINE HERITAGE, L.P.";"549300K7LRS1N21P0D09";"PUBLICIS GROUPE SA";"0.99";"FR0000130577";"2014-04-25";"2014-04-26";"2014-05-12"
"ALPINE HERITAGE, L.P.";"549300K7LRS1N21P0D09";"PUBLICIS GROUPE SA";"1.06";"FR0000130577";"2014-04-15";"2014-04-16";"2014-05-12"
"ALPINE HERITAGE, L.P.";"549300K7LRS1N21P0D09";"PUBLICIS GROUPE SA";"1.11";"FR0000130577";"2014-04-11";"2014-04-12";"2014-05-12"
"ALPINE HERITAGE, L.P.";"549300K7LRS1N21P0D09";"PUBLICIS GROUPE SA";"1.01";"FR0000130577";"2014-02-14";"2014-02-15";"2014-05-12"
"ALPINE HERITAGE, L.P.";"549300K7LRS1N21P0D09";"PUBLICIS GROUPE SA";"0.91";"FR0000130577";"2014-01-16";"2014-01-17";"2014-05-12"
"ALPINE HERITAGE, L.P.";"549300K7LRS1N21P0D09";"PUBLICIS GROUPE SA";"0.8";"FR0000130577";"2014-01-06";"2014-01-07";"2014-05-12"
"ALPINE HERITAGE, L.P.";"549300K7LRS1N21P0D09";"PUBLICIS GROUPE SA";"0.75";"FR0000130577";"2013-12-23";"2013-12-24";"2014-05-12"
